YEAR,SCHOOL,EXAM,%FRESCH,%VRBANB,SEX,VRBAND,ETHN,SCHGEN,SCHDEN
3,11,29,38,27,1,2,1,1,2
3,11,13,38,27,1,1,1,1,2
3,11,49,38,27,0,2,1,1,2
3,11,25,38,27,0,2,1,1,2
3,11,25,38,27,0,3,7,1,2
3,11,11,38,27,1,3,1,1,2
3,11,19,38,27,1,3,1,1,2
3,11,14,38,27,1,1,1,1,2
3,11,11,38,27,1,3,1,1,2
3,11,34,38,27,1,2,1,1,2
3,11,34,38,27,0,3,9,1,2
3,11,32,38,27,0,3,1,1,2
3,11,41,38,27,1,2,1,1,2
3,11,26,38,27,1,2,1,1,2
3,11,37,38,27,1,3,1,1,2
3,11,41,38,27,1,3,1,1,2
3,11,8,38,27,0,1,1,1,2
3,11,36,38,27,0,2,1,1,2
3,11,33,38,27,0,3,1,1,2
3,11,20,38,27,0,3,5,1,2
3,11,16,38,27,0,3,1,1,2
1,12,7,33,22,0,1,1,1,3
1,12,19,33,22,0,3,1,1,3
1,12,22,33,22,0,2,11,1,3
1,12,41,33,22,1,2,11,1,3
1,12,12,33,22,0,1,1,1,3
1,12,8,33,22,1,3,1,1,3
1,12,1,33,22,0,3,1,1,3
1,12,17,33,22,1,3,11,1,3
1,12,11,33,22,1,3,11,1,3
1,12,7,33,22,1,1,1,1,3
1,12,21,33,22,0,1,1,1,3
1,12,35,33,22,1,2,1,1,3
1,12,18,33,22,1,3,1,1,3
1,12,2,33,22,0,1,1,1,3
1,12,15,33,22,0,2,5,1,3
1,12,26,33,22,0,2,1,1,3
1,12,38,33,22,1,3,1,1,3
1,12,33,33,22,1,2,1,1,3
1,12,10,33,22,0,3,1,1,3
1,12,23,33,22,1,3,5,1,3
1,12,43,33,22,1,2,7,1,3
1,12,37,33,22,1,2,1,1,3
1,12,17,33,22,0,3,1,1,3
1,12,25,33,22,1,3,1,1,3
1,12,21,33,22,1,3,1,1,3
1,12,25,33,22,0,3,1,1,3
1,12,28,33,22,0,3,6,1,3
1,12,32,33,22,0,3,11,1,3
1,12,12,33,22,0,3,1,1,3
1,12,41,33,22,0,2,1,1,3
1,12,25,33,22,0,1,5,1,3
1,12,33,33,22,1,3,5,1,3
1,12,15,33,22,0,3,7,1,3
1,12,24,33,22,0,1,1,1,3
1,12,35,33,22,1,3,1,1,3
1,12,16,33,22,0,3,1,1,3
1,12,28,33,22,0,3,1,1,3
1,12,18,33,22,0,1,1,1,3
1,12,27,33,22,1,3,5,1,3
1,12,18,33,22,0,3,1,1,3
1,12,25,33,22,1,3,1,1,3
1,12,13,33,22,1,3,1,1,3
1,12,19,33,22,0,1,1,1,3
1,12,11,33,22,0,1,1,1,3
1,12,21,33,22,1,3,1,1,3
1,12,43,33,22,1,2,11,1,3
1,12,19,33,22,0,1,5,1,3
1,12,8,33,22,0,3,1,1,3
1,12,42,33,22,1,3,1,1,3
2,12,28,38,16,1,2,1,1,3
2,12,36,38,16,1,3,1,1,3
2,12,6,38,16,0,1,1,1,3
2,12,17,38,16,1,3,1,1,3
2,12,2,38,16,0,3,5,1,3
2,12,34,38,16,0,3,1,1,3
2,12,18,38,16,0,3,5,1,3
2,12,42,38,16,0,3,6,1,3
2,12,30,38,16,0,3,1,1,3
2,12,7,38,16,0,1,5,1,3
2,12,3,38,16,0,3,1,1,3
2,12,3,38,16,1,3,1,1,3
2,12,10,38,16,0,3,1,1,3
2,12,16,38,16,1,3,9,1,3
2,12,2,38,16,0,1,1,1,3
2,12,45,38,16,0,3,1,1,3
2,12,20,38,16,1,3,1,1,3
2,12,49,38,16,1,2,7,1,3
2,12,21,38,16,1,3,11,1,3
2,12,30,38,16,0,3,5,1,3
2,12,41,38,16,0,2,1,1,3
2,12,14,38,16,0,2,5,1,3
2,12,15,38,16,1,3,1,1,3
2,12,48,38,16,0,2,5,1,3
2,12,20,38,16,1,3,11,1,3
2,12,17,38,16,0,3,11,1,3
2,12,21,38,16,1,3,1,1,3
2,12,41,38,16,1,2,1,1,3
2,12,9,38,16,0,1,1,1,3
2,12,5,38,16,0,1,5,1,3
2,12,17,38,16,0,3,6,1,3
2,12,7,38,16,0,1,1,1,3
2,12,33,38,16,0,3,1,1,3
2,12,41,38,16,1,2,1,1,3
2,12,26,38,16,1,2,1,1,3
2,12,32,38,16,1,3,1,1,3
2,12,7,38,16,0,3,5,1,3
2,12,15,38,16,0,3,1,1,3
2,12,20,38,16,1,3,1,1,3
3,12,33,38,22,0,3,11,1,3
3,12,3,38,22,0,3,1,1,3
3,12,57,38,22,1,2,1,1,3
3,12,51,38,22,0,3,2,1,3
3,12,25,38,22,1,3,1,1,3
3,12,49,38,22,0,2,1,1,3
3,12,41,38,22,1,2,1,1,3
3,12,43,38,22,1,2,5,1,3
3,12,25,38,22,1,3,1,1,3
3,12,35,38,22,0,2,1,1,3
3,12,18,38,22,1,3,1,1,3
3,12,51,38,22,1,2,5,1,3
3,12,11,38,22,1,3,1,1,3
3,12,6,38,22,0,1,1,1,3
3,12,22,38,22,1,3,5,1,3
3,12,8,38,22,0,1,1,1,3
3,12,12,38,22,0,1,1,1,3
3,12,21,38,22,0,3,1,1,3
3,12,8,38,22,1,1,5,1,3
3,12,47,38,22,0,3,1,1,3
3,12,17,38,22,0,3,1,1,3
3,12,4,38,22,0,1,5,1,3
3,12,25,38,22,0,3,1,1,3
3,12,61,38,22,0,2,11,1,3
3,12,36,38,22,0,3,1,1,3
1,13,16,51,14,0,3,1,2,1
1,13,7,51,14,0,3,1,2,1
1,13,30,51,14,0,2,10,2,1
1,13,8,51,14,0,3,4,2,1
1,13,4,51,14,0,3,1,2,1
1,13,25,51,14,0,2,4,2,1
1,13,9,51,14,0,1,4,2,1
1,13,9,51,14,0,1,7,2,1
1,13,5,51,14,0,3,5,2,1
3,13,18,65,13,0,2,1,2,1
3,13,2,65,13,0,3,1,2,1
3,13,10,65,13,0,3,7,2,1
3,13,11,65,13,0,1,1,2,1
3,13,19,65,13,0,1,9,2,1
3,13,23,65,13,0,2,1,2,1
3,13,4,65,13,0,3,4,2,1
3,13,1,65,13,0,1,1,2,1
3,13,7,65,13,0,2,3,2,1
3,13,6,65,13,0,3,4,2,1
3,13,30,65,13,0,3,1,2,1
3,13,18,65,13,0,3,4,2,1
3,13,6,65,13,0,2,1,2,1
3,13,3,65,13,0,1,1,2,1
3,13,17,65,13,0,3,4,2,1
3,13,5,65,13,0,1,5,2,1
3,14,52,46,33,0,2,1,2,3
3,14,17,46,33,0,2,1,2,3
3,14,35,46,33,0,2,1,2,3
3,14,4,46,33,0,3,1,2,3
3,14,13,46,33,0,3,11,2,3
3,14,50,46,33,0,2,1,2,3
3,14,29,46,33,0,2,11,2,3
3,14,3,46,33,0,3,5,2,3
3,14,33,46,33,0,3,5,2,3
3,14,16,46,33,0,3,1,2,3
3,14,20,46,33,0,3,1,2,3
3,14,7,46,33,0,1,1,2,3
3,14,28,46,33,0,2,1,2,3
3,14,32,46,33,0,2,1,2,3
3,14,3,46,33,0,3,11,2,3
3,14,19,46,33,0,3,1,2,3
3,14,24,46,33,0,2,1,2,3
3,14,22,46,33,0,2,1,2,3
3,14,42,46,33,0,2,1,2,3
3,14,24,46,33,0,2,2,2,3
3,14,8,46,33,0,2,1,2,3
3,14,50,46,33,0,2,11,2,3
3,14,1,46,33,0,1,1,2,3
3,14,14,46,33,0,2,5,2,3
3,14,21,46,33,0,3,1,2,3
3,14,8,46,33,0,3,11,2,3
3,14,37,46,33,0,2,11,2,3
3,14,9,46,33,0,2,5,2,3
3,14,10,46,33,0,3,1,2,3
3,14,36,46,33,0,2,1,2,3
3,14,15,46,33,0,1,1,2,3
3,14,6,46,33,0,1,5,2,3
3,14,15,46,33,0,2,1,2,3
3,14,17,46,33,0,3,1,2,3
1,15,15,18,24,1,1,1,3,1
1,15,35,18,24,1,3,1,3,1
1,15,26,18,24,1,3,1,3,1
1,15,43,18,24,1,3,5,3,1
1,15,45,18,24,1,2,7,3,1
1,15,25,18,24,1,3,6,3,1
1,15,44,18,24,1,2,1,3,1
1,15,27,18,24,1,3,1,3,1
1,15,30,18,24,1,3,1,3,1
1,15,29,18,24,1,3,6,3,1
1,15,40,18,24,1,2,11,3,1
1,15,24,18,24,1,3,1,3,1
1,15,24,18,24,1,3,1,3,1
1,15,11,18,24,1,1,1,3,1
1,15,28,18,24,1,3,1,3,1
1,15,13,18,24,1,1,1,3,1
1,15,37,18,24,1,3,1,3,1
1,15,32,18,24,1,3,1,3,1
1,15,13,18,24,1,3,1,3,1
1,15,43,18,24,1,2,1,3,1
1,15,6,18,24,1,3,1,3,1
1,15,12,18,24,1,1,6,3,1
1,15,37,18,24,1,2,1,3,1
1,15,27,18,24,1,3,1,3,1
1,15,22,18,24,1,3,1,3,1
1,15,41,18,24,1,2,1,3,1
1,15,30,18,24,1,3,1,3,1
1,15,26,18,24,1,1,11,3,1
1,15,49,18,24,1,2,1,3,1
1,15,10,18,24,1,1,1,3,1
1,15,16,18,24,1,3,11,3,1
1,15,50,18,24,1,2,1,3,1
1,15,31,18,24,1,3,2,3,1
1,15,20,18,24,1,3,1,3,1
1,15,34,18,24,1,3,1,3,1
1,15,51,18,24,1,2,1,3,1
1,15,19,18,24,1,3,1,3,1
1,15,23,18,24,1,1,1,3,1
1,15,51,18,24,1,2,1,3,1
2,15,14,34,26,1,3,1,3,1
2,15,48,34,26,1,3,1,3,1
2,15,5,34,26,1,1,1,3,1
2,15,41,34,26,1,2,1,3,1
2,15,22,34,26,1,2,1,3,1
2,15,10,34,26,1,2,1,3,1
2,15,29,34,26,1,3,1,3,1
2,15,38,34,26,1,2,5,3,1
2,15,43,34,26,1,2,1,3,1
2,15,24,34,26,1,3,1,3,1
2,15,44,34,26,1,3,1,3,1
2,15,16,34,26,1,1,11,3,1
2,15,47,34,26,1,3,1,3,1
2,15,42,34,26,1,2,1,3,1
2,15,42,34,26,1,2,1,3,1
2,15,45,34,26,1,2,1,3,1
2,15,9,34,26,1,1,11,3,1
2,15,36,34,26,1,2,1,3,1
2,15,25,34,26,1,3,1,3,1
2,15,36,34,26,1,3,1,3,1
2,15,33,34,26,1,2,1,3,1
2,15,48,34,26,1,2,1,3,1
2,15,29,34,26,1,3,7,3,1
2,15,31,34,26,1,3,1,3,1
2,15,11,34,26,1,1,1,3,1
2,15,36,34,26,1,3,1,3,1
2,15,30,34,26,1,2,1,3,1
2,15,5,34,26,1,3,1,3,1
2,15,30,34,26,1,1,6,3,1
2,15,2,34,26,1,1,1,3,1
2,15,39,34,26,1,2,1,3,1
2,15,14,34,26,1,3,1,3,1
2,15,25,34,26,1,3,2,3,1
3,15,37,34,34,1,3,1,3,1
3,15,46,34,34,1,2,1,3,1
3,15,39,34,34,1,2,1,3,1
3,15,31,34,34,1,3,1,3,1
3,15,25,34,34,1,1,1,3,1
3,15,26,34,34,1,3,5,3,1
3,15,37,34,34,1,3,1,3,1
3,15,25,34,34,1,3,1,3,1
3,15,56,34,34,1,2,1,3,1
3,15,3,34,34,1,3,1,3,1
3,15,45,34,34,1,3,11,3,1
3,15,32,34,34,1,3,1,3,1
3,15,39,34,34,1,2,1,3,1
3,15,32,34,34,1,3,1,3,1
3,15,7,34,34,1,3,1,3,1
3,15,35,34,34,1,3,1,3,1
3,15,35,34,34,1,3,2,3,1
3,15,7,34,34,1,1,11,3,1
3,15,45,34,34,1,3,7,3,1
3,15,27,34,34,1,1,1,3,1
3,15,29,34,34,1,3,11,3,1
3,15,40,34,34,1,2,1,3,1
3,15,36,34,34,1,1,1,3,1
3,15,54,34,34,1,2,1,3,1
3,15,46,34,34,1,3,11,3,1
3,15,46,34,34,1,2,1,3,1
3,15,38,34,34,1,3,1,3,1
3,15,19,34,34,1,3,11,3,1
3,15,41,34,34,1,2,7,3,1
3,15,54,34,34,1,2,11,3,1
3,15,28,34,34,1,3,1,3,1
3,15,30,34,34,1,3,2,3,1
3,15,30,34,34,1,3,5,3,1
3,15,25,34,34,1,3,1,3,1
3,15,33,34,34,1,3,1,3,1
3,15,52,34,34,1,2,1,3,1
3,15,50,34,34,1,2,11,3,1
3,15,19,34,34,1,3,1,3,1
1,16,16,45,13,0,3,1,1,1
1,16,19,45,13,1,3,1,1,1
1,16,3,45,13,1,1,1,1,1
1,16,15,45,13,1,3,1,1,1
1,16,11,45,13,0,2,1,1,1
1,16,13,45,13,1,3,5,1,1
1,16,12,45,13,0,2,1,1,1
1,16,11,45,13,0,3,1,1,1
1,16,9,45,13,0,2,1,1,1
1,16,16,45,13,0,3,1,1,1
1,16,10,45,13,1,3,1,1,1
1,16,8,45,13,1,3,1,1,1
1,16,5,45,13,0,2,1,1,1
1,16,8,45,13,1,3,1,1,1
1,16,15,45,13,0,3,1,1,1
1,16,16,45,13,1,3,1,1,1
1,16,8,45,13,0,1,5,1,1
1,16,1,45,13,1,3,5,1,1
1,16,18,45,13,0,3,5,1,1
1,16,11,45,13,1,1,10,1,1
1,16,25,45,13,1,2,1,1,1
1,16,18,45,13,0,3,1,1,1
1,16,24,45,13,0,3,5,1,1
1,16,2,45,13,0,3,1,1,1
1,16,8,45,13,1,1,1,1,1
1,16,18,45,13,1,3,1,1,1
1,16,27,45,13,0,3,5,1,1
1,16,31,45,13,1,3,1,1,1
1,16,17,45,13,0,2,1,1,1
1,16,10,45,13,1,1,5,1,1
1,16,4,45,13,0,3,1,1,1
1,16,1,45,13,1,1,5,1,1
1,16,17,45,13,1,3,5,1,1
1,16,27,45,13,1,3,5,1,1
1,16,4,45,13,0,1,1,1,1
1,16,18,45,13,1,1,5,1,1
1,16,11,45,13,0,2,1,1,1
1,16,8,45,13,0,1,5,1,1
1,16,16,45,13,0,3,1,1,1
1,16,13,45,13,0,1,1,1,1
1,16,26,45,13,1,2,1,1,1
1,16,1,45,13,0,3,1,1,1
2,16,6,58,18,0,1,1,1,1
2,16,12,58,18,0,3,1,1,1
2,16,27,58,18,1,3,5,1,1
2,16,14,58,18,0,3,1,1,1
2,16,25,58,18,0,3,1,1,1
2,16,10,58,18,0,3,1,1,1
2,16,23,58,18,1,3,1,1,1
2,16,9,58,18,0,1,5,1,1
2,16,35,58,18,1,2,9,1,1
2,16,32,58,18,1,3,5,1,1
2,16,17,58,18,0,2,1,1,1
2,16,30,58,18,1,3,11,1,1
2,16,6,58,18,0,2,1,1,1
2,16,8,58,18,0,3,1,1,1
2,16,17,58,18,0,3,1,1,1
2,16,9,58,18,0,3,1,1,1
2,16,1,58,18,0,1,1,1,1
2,16,19,58,18,1,3,5,1,1
2,16,25,58,18,0,3,1,1,1
2,16,3,58,18,0,1,1,1,1
2,16,25,58,18,1,2,5,1,1
2,16,10,58,18,0,3,5,1,1
2,16,8,58,18,0,3,5,1,1
2,16,5,58,18,0,1,1,1,1
2,16,9,58,18,0,3,5,1,1
2,16,2,58,18,1,1,1,1,1
2,16,18,58,18,0,2,1,1,1
2,16,9,58,18,0,3,1,1,1
2,16,13,58,18,1,1,1,1,1
2,16,25,58,18,0,2,1,1,1
2,16,12,58,18,1,2,1,1,1
2,16,37,58,18,1,2,1,1,1
2,16,2,58,18,1,3,11,1,1
2,16,3,58,18,0,1,5,1,1
2,16,8,58,18,1,2,1,1,1
2,16,2,58,18,0,3,1,1,1
2,16,23,58,18,0,2,5,1,1
2,16,8,58,18,1,3,5,1,1
3,16,9,58,17,1,3,1,1,1
3,16,13,58,17,1,3,1,1,1
3,16,21,58,17,0,3,1,1,1
3,16,31,58,17,1,2,1,1,1
3,16,18,58,17,1,3,1,1,1
3,16,4,58,17,0,3,5,1,1
3,16,2,58,17,0,3,1,1,1
3,16,11,58,17,0,3,5,1,1
3,16,14,58,17,0,3,1,1,1
3,16,27,58,17,0,2,1,1,1
3,16,37,58,17,1,2,5,1,1
3,16,22,58,17,0,2,1,1,1
3,16,33,58,17,0,3,1,1,1
3,16,16,58,17,0,3,1,1,1
3,16,16,58,17,0,1,1,1,1
3,16,16,58,17,0,3,5,1,1
3,16,37,58,17,1,3,5,1,1
3,16,23,58,17,1,3,1,1,1
3,16,9,58,17,0,3,1,1,1
3,16,15,58,17,0,3,1,1,1
3,16,28,58,17,1,2,1,1,1
3,16,39,58,17,0,2,1,1,1
3,16,26,58,17,1,1,5,1,1
3,16,31,58,17,0,3,10,1,1
3,16,6,58,17,0,1,1,1,1
3,16,7,58,17,1,3,1,1,1
3,16,25,58,17,1,3,1,1,1
3,16,2,58,17,1,1,1,1,1
3,16,17,58,17,1,3,1,1,1
3,16,23,58,17,1,3,1,1,1
3,16,27,58,17,1,3,5,1,1
3,16,3,58,17,0,1,1,1,1
3,16,21,58,17,0,2,1,1,1
3,16,23,58,17,0,3,1,1,1
3,16,24,58,17,0,3,1,1,1
3,16,26,58,17,1,3,2,1,1
3,16,28,58,17,1,3,5,1,1
3,16,26,58,17,0,2,2,1,1
3,16,15,58,17,1,3,1,1,1
3,16,4,58,17,1,1,1,1,1
3,16,18,58,17,0,3,1,1,1
3,16,13,58,17,0,3,1,1,1
3,16,27,58,17,1,2,1,1,1
1,17,5,34,22,0,1,1,2,3
1,17,36,34,22,0,2,1,2,3
1,17,25,34,22,0,3,11,2,3
1,17,5,34,22,0,3,5,2,3
1,17,18,34,22,0,3,1,2,3
1,17,11,34,22,0,2,11,2,3
1,17,34,34,22,0,2,11,2,3
1,17,8,34,22,0,3,11,2,3
1,17,30,34,22,0,2,6,2,3
1,17,5,34,22,0,3,5,2,3
1,17,24,34,22,0,3,1,2,3
1,17,26,34,22,0,3,1,2,3
1,17,1,34,22,0,1,1,2,3
1,17,12,34,22,0,2,1,2,3
1,17,12,34,22,0,3,1,2,3
1,17,1,34,22,0,3,1,2,3
1,17,11,34,22,0,3,5,2,3
1,17,1,34,22,0,1,11,2,3
1,17,22,34,22,0,3,1,2,3
1,17,15,34,22,0,3,11,2,3
1,17,3,34,22,0,1,5,2,3
1,17,9,34,22,0,1,11,2,3
1,17,22,34,22,0,2,1,2,3
1,17,18,34,22,0,1,11,2,3
1,17,8,34,22,0,1,1,2,3
1,17,7,34,22,0,3,11,2,3
1,17,6,34,22,0,3,1,2,3
1,17,32,34,22,0,2,1,2,3
1,17,35,34,22,0,2,1,2,3
1,17,20,34,22,0,3,5,2,3
1,17,3,34,22,0,3,1,2,3
1,17,8,34,22,0,2,1,2,3
1,17,28,34,22,0,3,1,2,3
1,17,11,34,22,0,1,5,2,3
1,17,2,34,22,0,3,5,2,3
1,17,18,34,22,0,1,11,2,3
1,17,2,34,22,0,3,1,2,3
1,17,34,34,22,0,2,11,2,3
1,17,15,34,22,0,1,1,2,3
2,17,8,43,21,0,1,1,2,3
2,17,5,43,21,0,3,1,2,3
2,17,18,43,21,0,2,1,2,3
2,17,25,43,21,0,2,1,2,3
2,17,3,43,21,0,1,5,2,3
2,17,19,43,21,0,1,11,2,3
2,17,13,43,21,0,3,11,2,3
2,17,25,43,21,0,2,11,2,3
2,17,17,43,21,0,2,11,2,3
2,17,24,43,21,0,2,5,2,3
2,17,37,43,21,0,2,11,2,3
2,17,9,43,21,0,3,1,2,3
2,17,30,43,21,0,2,11,2,3
2,17,20,43,21,0,2,1,2,3
2,17,17,43,21,0,3,11,2,3
2,17,3,43,21,0,3,1,2,3
2,17,29,43,21,0,2,1,2,3
2,17,2,43,21,0,2,1,2,3
2,17,14,43,21,0,3,1,2,3
2,17,13,43,21,0,3,1,2,3
2,17,21,43,21,0,2,6,2,3
2,17,10,43,21,0,1,1,2,3
2,17,9,43,21,0,3,5,2,3
2,17,5,43,21,0,1,5,2,3
2,17,30,43,21,0,2,1,2,3
2,17,7,43,21,0,1,5,2,3
2,17,2,43,21,0,1,5,2,3
2,17,21,43,21,0,3,1,2,3
3,17,16,43,16,0,3,5,2,3
3,17,20,43,16,0,3,1,2,3
3,17,15,43,16,0,3,1,2,3
3,17,10,43,16,0,3,11,2,3
3,17,6,43,16,0,1,11,2,3
3,17,27,43,16,0,3,5,2,3
3,17,15,43,16,0,3,11,2,3
3,17,13,43,16,0,3,11,2,3
3,17,29,43,16,0,2,1,2,3
3,17,49,43,16,0,3,11,2,3
3,17,4,43,16,0,2,1,2,3
3,17,15,43,16,0,2,11,2,3
3,17,35,43,16,0,3,1,2,3
3,17,20,43,16,0,3,1,2,3
3,17,19,43,16,0,2,1,2,3
3,17,5,43,16,0,3,1,2,3
3,17,36,43,16,0,2,5,2,3
3,17,16,43,16,0,3,1,2,3
3,17,11,43,16,0,3,1,2,3
3,17,5,43,16,0,1,1,2,3
3,17,13,43,16,0,2,1,2,3
3,17,12,43,16,0,3,1,2,3
3,17,23,43,16,0,3,1,2,3
3,17,24,43,16,0,2,1,2,3
3,17,6,43,16,0,3,1,2,3
3,17,30,43,16,0,2,1,2,3
3,17,19,43,16,0,3,1,2,3
3,17,5,43,16,0,3,5,2,3
3,17,16,43,16,0,3,5,2,3
3,17,11,43,16,0,3,1,2,3
3,17,24,43,16,0,3,11,2,3
3,17,25,43,16,0,3,11,2,3
3,17,8,43,16,0,3,1,2,3
3,17,13,43,16,0,1,5,2,3
3,17,29,43,16,0,3,5,2,3
3,17,9,43,16,0,3,1,2,3
1,18,16,48,23,1,3,1,1,3
1,18,34,48,23,0,2,5,1,3
1,18,27,48,23,1,3,11,1,3
1,18,12,48,23,0,2,1,1,3
1,18,37,48,23,0,2,1,1,3
1,18,20,48,23,1,3,11,1,3
1,18,28,48,23,0,2,1,1,3
1,18,27,48,23,1,1,5,1,3
1,18,17,48,23,0,3,5,1,3
1,18,34,48,23,0,2,1,1,3
1,18,3,48,23,1,3,1,1,3
1,18,19,48,23,0,1,5,1,3
1,18,9,48,23,0,3,5,1,3
1,18,22,48,23,1,3,11,1,3
1,18,48,48,23,0,2,1,1,3
1,18,30,48,23,0,2,11,1,3
1,18,8,48,23,0,3,1,1,3
1,18,26,48,23,0,3,5,1,3
1,18,32,48,23,1,2,1,1,3
1,18,29,48,23,0,3,5,1,3
1,18,15,48,23,0,1,11,1,3
1,18,38,48,23,1,3,1,1,3
1,18,27,48,23,0,3,1,1,3
1,18,23,48,23,1,3,1,1,3
1,18,19,48,23,1,3,5,1,3
1,18,2,48,23,1,3,1,1,3
1,18,38,48,23,0,2,5,1,3
1,18,11,48,23,0,3,1,1,3
1,18,23,48,23,0,2,2,1,3
1,18,31,48,23,1,2,5,1,3
1,18,24,48,23,1,2,5,1,3
1,18,24,48,23,1,2,5,1,3
1,18,33,48,23,1,2,1,1,3
1,18,27,48,23,1,3,11,1,3
1,18,31,48,23,1,3,5,1,3
1,18,36,48,23,0,3,1,1,3
1,18,17,48,23,0,3,11,1,3
1,18,23,48,23,1,1,6,1,3
1,18,24,48,23,0,1,5,1,3
1,18,28,48,23,1,3,1,1,3
1,18,15,48,23,1,3,1,1,3
1,18,19,48,23,1,1,5,1,3
1,18,8,48,23,1,1,11,1,3
1,18,35,48,23,0,3,1,1,3
1,18,17,48,23,0,3,1,1,3
1,18,17,48,23,0,3,11,1,3
1,18,17,48,23,1,3,11,1,3
1,18,25,48,23,0,3,7,1,3
1,18,29,48,23,1,3,5,1,3
1,18,25,48,23,1,3,5,1,3
1,18,10,48,23,1,3,11,1,3
1,18,9,48,23,0,1,1,1,3
1,18,24,48,23,1,3,2,1,3
1,18,31,48,23,0,3,1,1,3
1,18,43,48,23,1,2,1,1,3
1,18,34,48,23,1,2,11,1,3
1,18,39,48,23,1,2,11,1,3
1,18,42,48,23,1,3,11,1,3
1,18,8,48,23,0,1,1,1,3
1,18,6,48,23,0,2,1,1,3
1,18,10,48,23,0,1,1,1,3
1,18,12,48,23,0,3,1,1,3
1,18,26,48,23,1,2,5,1,3
1,18,23,48,23,0,2,1,1,3
1,18,29,48,23,1,2,1,1,3
2,18,8,42,15,1,1,5,1,3
2,18,17,42,15,0,1,5,1,3
2,18,22,42,15,0,3,1,1,3
2,18,26,42,15,1,3,5,1,3
2,18,15,42,15,0,3,5,1,3
2,18,5,42,15,1,1,5,1,3
2,18,16,42,15,0,1,5,1,3
2,18,45,42,15,0,3,7,1,3
2,18,6,42,15,0,1,1,1,3
2,18,10,42,15,0,3,1,1,3
2,18,19,42,15,1,3,5,1,3
2,18,15,42,15,0,3,5,1,3
2,18,43,42,15,1,2,1,1,3
2,18,9,42,15,1,1,5,1,3
2,18,30,42,15,0,3,7,1,3
2,18,6,42,15,0,1,5,1,3
2,18,12,42,15,1,1,1,1,3
2,18,13,42,15,1,1,1,1,3
2,18,22,42,15,1,3,5,1,3
2,18,10,42,15,0,3,1,1,3
2,18,13,42,15,1,1,5,1,3
2,18,19,42,15,1,1,5,1,3
2,18,3,42,15,0,1,5,1,3
2,18,12,42,15,0,1,5,1,3
2,18,10,42,15,0,3,1,1,3
2,18,13,42,15,1,3,5,1,3
2,18,42,42,15,1,3,1,1,3
2,18,12,42,15,0,3,11,1,3
2,18,24,42,15,0,1,11,1,3
2,18,18,42,15,0,2,5,1,3
2,18,40,42,15,1,3,5,1,3
2,18,41,42,15,1,2,1,1,3
2,18,19,42,15,0,3,5,1,3
2,18,19,42,15,1,3,5,1,3
2,18,24,42,15,1,3,5,1,3
2,18,10,42,15,0,3,1,1,3
2,18,31,42,15,0,3,1,1,3
2,18,60,42,15,0,2,1,1,3
2,18,6,42,15,1,1,5,1,3
2,18,35,42,15,1,2,1,1,3
2,18,25,42,15,0,3,5,1,3
2,18,28,42,15,1,3,5,1,3
2,18,9,42,15,0,1,5,1,3
2,18,6,42,15,0,1,5,1,3
2,18,25,42,15,1,3,2,1,3
2,18,37,42,15,0,2,1,1,3
2,18,38,42,15,0,1,1,1,3
2,18,22,42,15,1,3,1,1,3
2,18,24,42,15,1,3,11,1,3
2,18,39,42,15,1,2,1,1,3
2,18,9,42,15,0,3,1,1,3
2,18,39,42,15,0,2,11,1,3
2,18,50,42,15,1,2,2,1,3
2,18,10,42,15,0,3,5,1,3
2,18,36,42,15,1,3,5,1,3
2,18,20,42,15,1,3,5,1,3
3,18,16,42,20,0,3,1,1,3
3,18,21,42,20,1,3,5,1,3
3,18,18,42,20,1,3,1,1,3
3,18,7,42,20,0,1,5,1,3
3,18,26,42,20,1,3,11,1,3
3,18,28,42,20,1,2,5,1,3
3,18,30,42,20,1,2,5,1,3
3,18,18,42,20,0,1,5,1,3
3,18,16,42,20,1,1,1,1,3
3,18,17,42,20,1,3,5,1,3
3,18,32,42,20,0,3,11,1,3
3,18,45,42,20,1,3,11,1,3
3,18,4,42,20,0,3,5,1,3
3,18,26,42,20,1,3,1,1,3
3,18,16,42,20,1,1,1,1,3
3,18,10,42,20,1,1,5,1,3
3,18,31,42,20,1,3,2,1,3
3,18,7,42,20,0,1,5,1,3
3,18,13,42,20,0,1,1,1,3
3,18,48,42,20,0,2,11,1,3
3,18,19,42,20,1,3,1,1,3
3,18,19,42,20,1,3,5,1,3
3,18,21,42,20,1,3,1,1,3
3,18,22,42,20,0,3,11,1,3
3,18,39,42,20,0,3,1,1,3
3,18,19,42,20,0,2,5,1,3
3,18,32,42,20,0,3,1,1,3
3,18,28,42,20,1,3,1,1,3
3,18,4,42,20,0,1,1,1,3
3,18,47,42,20,1,2,1,1,3
3,18,35,42,20,0,3,1,1,3
3,18,21,42,20,0,3,8,1,3
3,18,9,42,20,0,1,1,1,3
3,18,15,42,20,1,1,1,1,3
3,18,23,42,20,1,2,1,1,3
3,18,33,42,20,1,3,1,1,3
3,18,54,42,20,1,3,5,1,3
3,18,27,42,20,0,3,1,1,3
3,18,18,42,20,0,3,5,1,3
3,18,19,42,20,0,3,5,1,3
3,18,17,42,20,1,3,1,1,3
3,18,27,42,20,1,3,1,1,3
3,18,10,42,20,0,3,5,1,3
3,18,40,42,20,1,2,1,1,3
3,18,2,42,20,0,3,1,1,3
3,18,23,42,20,0,3,11,1,3
3,18,25,42,20,1,2,5,1,3
